"asociado_id","cantidad_entrega","anios_asociacion"
"18675","0.34","2"
"18676","4.02","2"
"18681","3.47","2"
"18685","33.31","2"
"18692","61.53","2"
"18703","9.34","2"
"18705","43.33","2"
"18711","741.1","2"
"18713","9.27","2"
"18716","13.26","2"
"18717","4.24","2"
"18721","48.37","2"
"18723","23.04","2"
"18735","76.69","2"
"18737","2.18","2"
"18740","90.03","2"
"18742","102.4","2"
"18743","12.74","2"
"18746","5.33","2"
"18748","308.13","2"
"18750","28.46","2"
"18753","2.1","2"
"18759","42.73","2"
"18761","34.19","2"
"18762","103.92","2"
"18764","10.64","2"
"18767","33.72","2"
"18769","59.76","2"
"18770","142.6","2"
"18772","50.72","2"
"18778","11.41","2"
"18788","12.6","2"
"18790","6.38","2"
"18792","21.88","2"
"18795","2.39","2"
"18798","10.94","2"
"18802","8.85","2"
"18808","20.52","2"
"18810","26.95","2"
"18813","16.56","2"
"18814","44.01","2"
"18815","13.19","2"
"18816","20.61","2"
"18818","17.38","2"
"18819","63.04","2"
"18820","18.63","2"
"18824","8.48","2"
"18826","11.5","2"
"18827","40.37","2"
"18829","4.06","2"
"18830","8.46","2"
"18833","26.28","2"
"18834","2.72","2"
"18837","46.12","2"
"18839","9.08","2"
"18840","20.52","2"
"18841","8.68","2"
"18844","16.54","2"
"18848","9.28","2"
"18851","16.29","2"
"18853","19.45","2"
"18854","55.16","2"
"18855","5.37","2"
"18858","20.7","2"
"18861","11.87","2"
"18863","25.71","2"
"18865","14.27","2"
"18868","140.29","2"
"18870","20.27","2"
"18871","20.26","2"
"18872","2.53","2"
"18873","34.25","2"
"18878","154.92","2"
"18885","0.8","2"
"18895","8.01","2"
"18897","3.67","2"
"18903","5.56","2"
"18904","40","2"
"18906","19.94","2"
"18907","43.69","2"
"18909","12.46","2"
"18919","16.91","2"
"18922","11.03","2"
"18925","55.11","2"
"18926","21.8","2"
"18927","4.84","2"
"18929","35.81","2"
"18930","11.73","2"
"18935","5.66","2"
"18936","4.07","2"
"18939","11.58","2"
"18941","36.89","2"
"18942","64.51","2"
"18943","200.54","2"
"18947","65.5","2"
"18949","27.06","2"
"18951","2","2"
"18953","8.56","2"
"18954","15.12","2"
"18955","3.28","2"
"18956","6.18","2"
"18958","342.24","2"
"18960","44.51","2"
"18963","52.39","2"
"18975","43","2"
"18976","13.73","2"
"18982","8.15","2"
"18988","2.39","2"
"18989","2.52","2"
"18995","2.1","2"
"19002","77.42","2"
"19005","2.57","2"
"19010","10.04","2"
"19012","15.79","2"
"19013","23.39","2"
"19014","8.25","2"
"19015","4.64","2"
"19016","14.67","2"
"19018","8.3","2"
"19023","6.91","2"
"19024","17.29","2"
"19034","87.06","2"
"19036","32.66","2"
"19048","5.87","2"
"19055","169.49","2"
"19058","20.92","2"
"19066","14.49","2"
"19068","7.87","2"
"19069","7.67","2"
"19071","15.01","2"
"19072","11.02","2"
"19081","102.93","2"
"19082","11.52","2"
"19095","10.05","2"
"19096","18.59","2"
"19101","21.49","2"
"19102","7.21","2"
"19103","5.69","2"
"19120","26.69","2"
"19121","15.92","2"
"19122","4.37","2"
"19145","33.36","2"
"19147","92.41","2"
"19149","6.3","2"
"19150","69.23","2"
"19153","1.52","2"
"19155","45.07","2"
"19156","29.51","2"
"19157","9.29","2"
"19163","109.55","2"
"19170","11.74","2"
"19173","14.1","2"
"19174","4.39","2"
"19181","12.02","2"
"19189","4.28","2"
"19194","15.48","2"
"19196","26.98","2"
"19197","9.13","2"
"19205","2.81","2"
"19208","101.14","2"
"19215","30.41","2"
"19217","27.89","2"
"19220","56.98","2"
"19224","13.86","2"
"19228","2.44","2"
"19230","62.45","2"
"19234","54.74","2"
"19253","8.29","2"
"19272","4.02","2"
"19277","10.56","2"
"19279","36.07","2"
"19284","49.73","2"
"19286","7.45","2"
"19292","27.54","2"
"19293","52.67","2"
"19294","3.69","2"
"19296","1.92","2"
"19300","194.55","2"
"19305","13.68","2"
"19306","18.56","2"
"19307","8.53","2"
"19308","0.34","2"
"19310","21.08","2"
"19311","1.86","0"
"19316","0.62","2"
"19317","1.37","2"
"19323","6.2","2"
"19324","4.73","2"
"19325","12.25","2"
"19328","116.02","0"
"19329","35.49","1"
"19331","1.64","2"
"19333","44.23","2"
"19352","95.54","2"
"19354","16.36","2"
"19372","4.87","2"
"19386","17.71","2"
"19396","10.03","2"
"19404","7.87","2"
"19405","3.87","2"
"19421","27.33","2"
"19428","119.97","2"
"19429","81.47","2"
"19430","53.12","2"
"19433","61.12","2"
"19434","25.75","2"
"19435","57.86","2"
"19455","11.45","2"
"19460","23.37","2"
"19468","1.45","2"
"19471","75.18","2"
"19473","14","2"
"19477","11.89","2"
"19479","26.04","2"
"19480","77.59","2"
"19483","5.07","2"
"19504","121.18","2"
"19510","2.49","2"
"19523","15.84","2"
"19549","4.64","2"
"19560","17.78","2"
"19561","12.98","2"
"19572","3.42","2"
"19577","19.55","2"
"19585","4.26","2"
"19594","11.77","2"
"19597","71.25","2"
"19604","23.24","2"
"19612","260.11","0"
"19618","109.87","2"
"19619","6.88","2"
"19621","136.19","2"
"19626","9.01","2"
"19627","1.24","2"
"19629","15.23","2"
"19630","10.81","2"
"19633","3.08","2"
"19634","14.56","2"
"19643","32.97","2"
"19649","31.54","2"
"19662","1.25","2"
"19666","45.06","2"
"19667","58.39","2"
"19671","54.49","2"
"19678","31.35","2"
"19681","9.79","2"
"19688","18.48","2"
"19693","153.6","2"
"19696","9.66","2"
"19697","132.69","2"
"19707","37.59","2"
"19710","9.77","2"
"19711","5.42","2"
"19724","39.01","2"
"19730","13.11","2"
"19732","20.02","2"
"19741","10","2"
"19747","9.53","2"
"19751","10.38","2"
"19759","7.07","2"
"19791","7.83","2"
"19794","2.57","2"
"19795","5.19","2"
"19805","10.97","2"
"19806","16.88","2"
"19810","1.85","0"
"19819","33.53","2"
"19820","42.35","2"
"19821","180.98","2"
"19827","4.09","2"
"19839","19.69","2"
"19843","16.45","2"
"19861","7.66","2"
"19874","54.92","2"
"19885","708.96","2"
"19887","17.37","2"
"19889","6.35","2"
"19905","89.03","2"
"19907","5.92","2"
"19911","6.62","2"
"19914","77.46","2"
"19918","0.25","2"
"19931","6.71","2"
"19951","5.59","2"
"19953","28.79","2"
"19966","45.92","2"
"19971","18.4","2"
"19984","69.04","2"
"20012","15.81","2"
"20027","14.41","2"
"20028","39.62","2"
"20037","399.61","2"
"20042","85.58","2"
"20049","81.57","2"
"20058","55.83","2"
"20066","92.4","2"
"20068","7.75","2"
"20081","2.31","2"
"20085","5.92","2"
"20092","146.07","2"
"20095","91.15","2"
"20096","5.46","2"
"20100","177.33","2"
"20117","29.22","2"
"20119","21.18","2"
"20121","1.52","2"
"20124","11.97","2"
"20153","0.32","1"
"20159","1.94","1"
"20184","150.81","1"
"20187","42.08","1"
"20188","38.5","1"
"20192","15.55","1"
"20193","44.76","1"
"20196","9.79","1"
"20209","14.94","1"
"20211","178.29","1"
"20212","54.45","1"
"20213","21.86","1"
"20214","9.73","1"
"20216","136.67","1"
"20219","0.71","1"
"20245","106.47","1"
"20251","258.23","1"
"20252","17.76","0"
"20253","68.61","1"
"20258","34.68","1"
"20262","104.1","1"
"20265","19.41","1"
"20279","0.43","1"
"20281","2.81","1"
"20285","279.86","1"
"20299","4.31","1"
"20300","29.04","1"
"20306","45.02","1"
"20322","31.48","1"
"20330","209.99","1"
"20334","34.88","1"
"20345","0.56","1"
"20347","91.32","1"
"20349","18.67","1"
"20351","21.68","1"
"20357","202.38","1"
"20358","11.15","1"
"20365","16.55","1"
"20375","19.67","1"
"20376","2","1"
"20384","15.44","1"
"20392","10.55","1"
"20395","4.96","1"
"20403","2.93","1"
"20405","0.95","1"
"20408","126.08","1"
"20414","7.8","1"
"20418","53.71","1"
"20420","28.19","1"
"20424","64.53","1"
"20426","7.77","1"
"20427","104.93","1"
"20431","0.94","1"
"20432","24.29","1"
"20433","50.4","1"
"20435","7.51","1"
"20437","46.23","1"
"20439","1.01","1"
"20440","9.89","1"
"20450","164.65","1"
"20460","1.04","1"
"20468","11.34","1"
"20472","9.79","1"
"20473","24.78","1"
"20474","11.33","1"
"20476","23.17","1"
"20477","4.74","1"
"20478","5.61","1"
"20481","2.51","1"
"20482","13.25","1"
"20488","6.01","1"
"20489","0.65","1"
"20490","20.3","1"
"20493","2.17","1"
"20497","70.02","1"
"20502","156.01","1"
"20504","35.48","1"
"20510","10.41","1"
"20518","479.09","1"
"20520","3.95","1"
"20521","1.99","1"
"20527","25.59","1"
"20531","52.49","1"
"20536","4.18","1"
"20541","4.09","1"
"20551","3.85","1"
"20554","53.89","1"
"20558","17.48","1"
"20560","15.23","1"
"20562","23.05","1"
"20564","10.31","1"
"20567","11.7","1"
"20572","4.53","1"
"20574","5.42","1"
"20585","26.13","1"
"20586","78.45","1"
"20588","16.71","1"
"20595","14.59","1"
"20596","8.97","1"
"20601","70.29","1"
"20602","16.12","1"
"20605","34.7","1"
"20606","42.7","1"
"20609","36.18","1"
"20617","3.85","1"
"20620","131.29","1"
"20622","46.91","1"
"20626","12.03","1"
"20628","14.72","1"
"20632","6.87","1"
"20635","36.84","1"
"20638","16.57","1"
"20643","36.23","1"
"20644","33.21","1"
"20652","17.56","1"
"20663","9.07","1"
"20668","66.17","1"
"20674","47.92","1"
"20677","11.09","1"
"20678","1.4","1"
"20679","7.18","1"
"20680","21.99","1"
"20681","1.44","1"
"20684","6.57","1"
"20685","7.41","1"
"20687","4.41","1"
"20688","3.04","1"
"20691","17.35","1"
"20693","5.28","1"
"20695","3.32","1"
"20697","13.52","1"
"20703","25.51","1"
"20706","1.35","1"
"20718","12.28","1"
"20730","1.83","1"
"20742","33.85","1"
"20750","2.34","1"
"20753","21.31","1"
"20754","16.53","1"
"20758","30.04","1"
"20759","90.51","1"
"20760","27.8","1"
"20762","13.09","1"
"20770","0.61","1"
"20771","48.93","1"
"20772","16.16","1"
"20775","27.41","1"
"20776","20.52","1"
"20780","149.21","1"
"20783","20.31","1"
"20795","8","1"
"20796","17.75","1"
"20797","27.39","1"
"20810","52.3","1"
"20814","49.19","1"
"20820","58.33","1"
"20832","117.67","1"
"20835","4.58","1"
"20843","10.92","1"
"20845","9.97","1"
"20854","23.63","1"
"20871","9.95","1"
"20872","18.51","1"
"20874","15.42","1"
"20878","27.01","1"
"20880","20.26","1"
"20890","68.53","1"
"20892","23.55","1"
"20894","82.23","1"
"20899","75.04","1"
"20911","7.35","1"
"20918","6.68","1"
"20925","1.75","1"
"20926","6.1","1"
"20927","2.98","1"
"20929","1.6","1"
"20934","13.11","1"
"20937","3.83","1"
"20938","45.48","1"
"20943","12.61","1"
"20957","8.52","1"
"20961","51.54","1"
"20981","46.1","1"
"20994","31.32","1"
"20998","11.68","1"
"21015","19.04","1"
"21020","11.46","1"
"21021","57.92","1"
"21036","37.94","1"
"21045","9.8","1"
"21052","16.06","1"
"21056","51.19","1"
"21057","52.79","1"
"21058","33.9","1"
"21064","31.88","1"
"21070","3.65","1"
"21075","7.96","1"
"21078","2.25","1"
"21094","3.59","1"
"21102","44","1"
"21105","57.75","1"
"21114","10.69","1"
"21119","41.41","1"
"21121","212.44","1"
"21128","30.44","1"
"21130","14.71","1"
"21134","4.24","1"
"21155","31.16","1"
"21171","44.74","1"
"21199","28.42","1"
"21207","46.15","1"
"21209","1.83","1"
"21220","153.12","1"
"21221","49.6","1"
"21222","12.79","1"
"21223","249.19","1"
"21224","86.02","1"
"21226","11.58","1"
"21227","58.06","1"
"21244","2.75","1"
"21256","11.98","1"
"21257","12.16","1"
"21263","5.66","1"
"21276","3.81","1"
"21278","27.64","1"
"21282","10.64","1"
"21286","6.9","1"
"21309","77","1"
"21313","9.74","1"
"21314","2","1"
"21319","28.01","1"
"21335","15.79","1"
"21340","6.67","1"
"21344","50.26","1"
"21355","21.39","1"
"21358","6.62","1"
"21364","5.93","1"
"21368","38.7","1"
"21369","1.71","1"
"21377","10.95","1"
"21378","64.69","1"
"21379","3.7","1"
"21380","39.45","1"
"21382","76.89","1"
"21384","19.65","1"
"21389","7.45","1"
"21390","75.4","1"
"21391","3.07","1"
"21413","9.55","1"
"21417","5.24","1"
"21433","0.89","1"
"21436","5.8","1"
"21437","6.91","1"
"21441","12.76","1"
"21443","6.7","1"
"21449","2.11","1"
"21455","26.53","1"
"21463","136.66","1"
"21464","6.07","1"
"21467","94.65","1"
"21469","10.14","1"
"21470","68.48","1"
"21473","30.02","1"
"21474","36.74","1"
"21480","9.78","1"
"21486","30.01","1"
"21490","17.63","1"
"21491","12.33","1"
"21511","302.84","1"
"21517","2.19","1"
"21523","1","1"
"21525","12.98","1"
"21530","38.27","1"
"21536","14.87","1"
"21537","32.33","1"
"21542","1.96","1"
"21551","16.97","1"
"21556","14.67","1"
"21559","105.69","1"
"21560","53.96","1"
"21561","139.15","1"
"21562","36.29","1"
"21563","328.12","1"
"21565","203.17","1"
"21570","63.43","1"
"21573","5.71","1"
"21579","17.2","1"
"21586","61.07","1"
"21590","19.26","1"
"21604","95.68","1"
"21616","128.67","1"
"21629","30.24","1"
"21640","3.08","1"
"21646","18.83","1"
"21650","3.98","1"
"21652","1.58","1"
"21655","25.67","1"
"21656","5.09","1"
"21659","46.95","1"
"21662","62.11","1"
"21664","53.56","1"
"21676","61.9","1"
"21678","25.01","1"
"21682","19.19","1"
"21689","50.68","1"
"21695","26.56","1"
"21696","23.18","1"
"21697","30.09","1"
"21700","1.45","1"
"21702","126.32","1"
"21713","13.79","1"
"21720","5.95","1"
"21721","5.4","1"
"21722","0.44","1"
"21730","550.55","1"
"21732","44.31","1"
"21733","17.56","1"
"21742","53.5","1"
"21744","11.66","1"
"21745","19.46","1"
"21746","57.81","1"
"21756","27.55","1"
"21757","37.61","1"
"21760","5.71","1"
"21767","10.27","1"
"21769","11.53","1"
"21772","7.08","1"
"21774","8.96","1"
"21776","96.12","1"
"21779","1.94","1"
"21780","8.54","1"
"21787","47.67","1"
"21789","22.6","1"
"21790","39.33","1"
"21796","48.49","1"
"21809","16.11","1"
"21810","37.52","1"
"21811","4.18","1"
"21814","18.75","1"
"21816","27.62","1"
"21817","3.6","1"
"21818","22.03","1"
"21823","149.66","1"
"21836","9.64","1"
"21838","5.3","1"
"21840","30.38","1"
"21850","92.56","1"
"21856","9.16","1"
"21858","26.09","1"
"21859","24.8","1"
"21863","94.23","1"
"21866","8.32","1"
"21867","31.33","1"
"21874","19.33","1"
"21878","33.55","1"
"21886","3.03","1"
"21887","7.98","1"
"21900","26.38","1"
"21902","25.23","1"
"21909","10.08","1"
"21910","68.3","1"
"21915","2.27","1"
"21920","12.88","1"
"21921","2.41","1"
"21923","9.46","1"
"21925","70.04","1"
"21929","6.08","1"
"21935","338.02","1"
"21936","32.57","1"
"21939","8.36","1"
"21943","8.76","1"
"21944","14.21","1"
"21945","50.43","1"
"21952","18.15","1"
"21956","22.9","1"
"21965","22.93","1"
"21966","199.11","1"
"21967","30.98","1"
"21976","22.36","1"
"21977","23.23","1"
"21982","21.47","1"
"21984","24.65","1"
"21986","59.79","1"
"21992","76.3","1"
"21997","148.64","1"
"22016","22.91","1"
"22022","10.96","1"
"22029","2.97","1"
"22036","17.3","1"
"22037","106.19","1"
"22056","3.13","1"
"22060","2.1","1"
"22061","6.81","1"
"22068","24.68","1"
"22071","215.05","1"
"22089","3.72","1"
"22099","39.67","1"
"22119","9.7","1"
"22132","46.01","1"
"22145","33.83","1"
"22163","3.38","1"
"22164","37.03","1"
"22165","8.99","1"
"22172","6.17","1"
"22180","14.9","1"
"22181","60.2","1"
"22182","464.22","1"
"22183","11.32","1"
"22185","49","1"
"22187","99.67","1"
"22191","21.57","1"
"22197","24.18","1"
"22203","6.27","1"
"22210","74.16","1"
"22213","37.79","1"
"22224","6.88","1"
"22237","57.54","1"
"22238","33.37","1"
"22242","65.51","1"
"22243","172.83","1"
"22244","67.13","1"
"22251","4.15","1"
"22256","9.16","1"
"22265","61.1","1"
"22287","18.12","1"
"22293","6.36","0"
"22302","6.35","1"
"22306","2.44","1"
"22307","39.28","1"
"22308","25.77","1"
"22309","3.1","1"
"22310","43.88","1"
"22311","124.11","1"
"22313","6.06","1"
"22314","63.56","1"
"22320","23.22","1"
"22332","0.6","1"
"22334","5.33","1"
"22344","37.54","1"
"22346","3.27","1"
"22349","0.33","0"
"22361","147.43","1"
"22372","49.61","1"
"22379","4.24","1"
"22408","21.59","1"
"22409","2.26","1"
"22410","4.54","1"
"22421","13.31","1"
"22425","203.53","1"
"22426","280.81","1"
"22430","23.56","1"
"22443","41.97","1"
"22445","2","1"
"22446","89.31","1"
"22454","17.2","1"
"22456","22.91","1"
"22464","20.85","1"
"22465","0.86","1"
"22472","4.58","1"
"22483","19.71","1"
"22484","0.43","1"
"22485","1.57","1"
"22497","141.91","1"
"22501","41.86","1"
"22513","151.75","1"
"22522","1.72","1"
"22524","4.64","1"
"22525","26.68","1"
"22545","49.76","1"
"22551","8.71","1"
"22567","3.77","1"
"22569","7.95","1"
"22571","11.26","1"
"22575","1.99","1"
"22582","42.57","1"
"22588","1.73","1"
"22591","5.95","1"
"22599","828.11","1"
"22603","9.29","1"
"22604","14.35","1"
"22615","518.85","1"
"22616","120.87","1"
"22619","12.93","1"
"22622","11.71","1"
"22623","10.11","1"
"22625","11.05","1"
"22631","3.1","1"
"22638","1.24","0"
"22644","67.59","1"
"22645","50.87","1"
"22646","17.92","1"
"22647","25.15","1"
"22655","32.34","1"
"22660","44.55","1"
"22661","521.9","1"
"22662","83.57","1"
"22665","30.13","1"
"22670","8","1"
"22676","25.71","1"
"22683","16.87","1"
"22685","76.35","1"
"22695","37.98","1"
"22707","44.91","1"
"22717","47.7","1"
"22720","17.04","1"
"22722","8.83","1"
"22723","45.68","1"
"22724","68.53","1"
"22732","20.92","1"
"22745","12","1"
"22746","158.34","1"
"22750","64.27","1"
"22757","48.71","1"
"22761","8.24","1"
"22762","252.53","1"
"22766","200.84","1"
"22767","71.01","1"
"22774","67.88","1"
"22776","53.89","1"
"22777","14.69","1"
"22780","9.31","1"
"22783","7.44","1"
"22787","16.93","1"
"22789","15.99","1"
"22799","71.67","1"
"22805","53.37","1"
"22811","48.26","1"
"22818","18.91","1"
"22819","43.41","1"
"22823","15.57","1"
"22827","45.59","1"
"22829","16.8","1"
"22830","48.99","1"
"22831","9.45","1"
"22837","20.92","1"
"22840","72.24","1"
"22857","34.32","1"
"22867","19.79","1"
"22868","33.03","1"
"22869","11.82","1"
"22884","4.25","1"
"22895","33.15","1"
"22896","19.81","0"
"22903","6.74","1"
"22904","47.74","0"
"22906","20.72","1"
"22910","27.96","0"
"22917","60.58","0"
"22929","61.8","0"
"22931","59.17","0"
"22940","72.11","0"
"22941","155.2","0"
"22948","13.88","0"
"22951","1.63","0"
"22952","71.55","0"
"22955","26.07","0"
"22957","49.33","0"
"22960","18.87","0"
"22967","49.34","0"
"22969","0.99","0"
"22981","3.01","0"
"22987","26.56","0"
"22988","38.71","0"
"22989","14.87","0"
"22990","9.28","0"
"22991","28.67","0"
"22992","109.72","0"
"22998","3","0"
"23006","39.86","0"
"23008","47.73","0"
"23009","12.28","0"
"23011","24.57","0"
"23013","11.69","0"
"23017","29.48","0"
"23018","26.93","0"
"23021","267.97","0"
"23023","24.85","0"
"23024","17.92","0"
"23025","198.02","0"
"23028","98.28","0"
"23030","24.42","0"
"23034","19.63","0"
"23037","26.29","0"
"23038","1.73","0"
"23040","33.66","0"
"23045","26.64","0"
"23048","5.74","0"
"23055","35.48","0"
"23056","57.47","0"
"23057","7.03","0"
"23058","63.47","0"
"23059","22.8","0"
"23062","12.74","0"
"23064","26.72","0"
"23065","8.95","0"
"23066","9.44","0"
"23067","37.87","0"
"23068","11.11","0"
"23070","13.79","0"
"23076","46.56","0"
"23077","16.57","0"
"23081","152.45","0"
"23082","32.06","0"
"23083","45.86","0"
"23085","24.87","0"
"23088","9.1","0"
"23091","18.84","0"
"23097","11.53","0"
"23102","8.61","0"
"23104","49.62","0"
"23105","17.67","0"
"23106","2.18","0"
"23112","19.17","0"
"23113","29.39","0"
"23115","107.15","0"
"23117","15.69","0"
"23118","9.64","0"
"23125","14.5","0"
"23127","3.22","0"
"23130","35.4","0"
"23132","36.95","0"
"23134","7.85","0"
"23145","10.88","0"
"23146","30.13","0"
"23148","19.04","0"
"23153","14.38","0"
"23155","7.48","0"
"23156","50.72","0"
"23158","4.99","0"
"23159","9","0"
"23160","150.63","0"
"23161","52.6","0"
"23162","17.34","0"
"23165","37.13","0"
"23167","433.56","0"
"23169","11.67","0"
"23170","13.55","0"
"23172","9.95","0"
"23178","59.27","0"
"23181","9.63","0"
"23182","9.61","0"
"23189","55.26","0"
"23191","3.8","0"
"23193","2.57","0"
"23197","10.05","0"
"23198","4.17","0"
"23200","5.53","0"
"23204","4.19","0"
"23207","21.14","0"
"23211","24.62","0"
"23212","22.41","0"
"23213","1.06","0"
"23219","7.54","0"
"23224","18.24","0"
"23231","21.04","0"
"23233","11.9","0"
"23238","6.85","0"
"23239","38.02","0"
"23240","24.56","0"
"23242","16.49","0"
"23243","18.61","0"
"23245","2.34","0"
"23246","2.45","0"
"23247","15.72","0"
"23250","9.44","0"
"23260","3.08","0"
"23262","16.15","0"
"23263","7.05","0"
"23265","68.36","0"
"23267","32.33","0"
"23272","0.65","0"
"23273","9.27","0"
"23275","20.93","0"
"23278","220.4","0"
"23285","23.61","0"
"23288","3.01","0"
"23289","11.96","0"
"23291","9.86","0"
"23299","39.41","0"
"23300","26.12","0"
"23301","25.38","0"
"23302","78.3","0"
"23309","6.48","0"
"23310","2.81","0"
"23312","8.99","0"
"23313","2.31","0"
"23314","15.45","0"
"23317","17.49","0"
"23321","1.53","0"
"23328","34.92","0"
"23329","14.03","0"
"23330","23.61","0"
"23340","1.89","0"
"23342","67.85","0"
"23343","12.6","0"
"23347","10.69","0"
"23348","45.36","0"
"23349","17.24","0"
"23350","28.7","0"
"23355","35.53","0"
"23363","4.38","0"
"23364","31.24","0"
"23365","35.33","0"
"23367","13.7","0"
"23373","45.84","0"
"23376","10.74","0"
"23377","95.8","0"
"23379","8.65","0"
"23382","56.57","0"
"23384","32.7","0"
"23385","11.06","0"
"23386","20.18","0"
"23387","95.38","0"
"23392","67.41","0"
"23395","16.09","0"
"23397","356.51","0"
"23400","1.08","0"
"23401","128.92","0"
"23416","7.51","0"
"23417","43.02","0"
"23418","50.38","0"
"23424","18.16","0"
"23429","0.71","0"
"23431","2.51","0"
"23432","8.99","0"
"23434","18.44","0"
"23435","29.98","0"
"23436","3.83","0"
"23440","42.39","0"
"23446","2.77","0"
"23449","98.64","0"
"23451","44.65","0"
"23457","34.8","0"
"23462","184.01","0"
"23465","11.88","0"
"23466","43.47","0"
"23467","4.64","0"
"23469","12.76","0"
"23471","14.08","0"
"23477","15.53","0"
"23484","2.76","0"
"23487","8.6","0"
"23497","13.51","0"
"23499","1.63","0"
"23501","6.21","0"
"23509","20.31","0"
"23511","10","0"
"23512","10.11","0"
"23514","4.12","0"
"23519","8.73","0"
"23520","1.1","0"
"23524","3.45","0"
"23525","26.79","0"
"23533","12.03","0"
"23537","123.66","0"
"23541","7.59","0"
"23543","11.35","0"
"23549","22.08","0"
"23560","5.42","0"
"23564","1.35","0"
"23565","405.25","0"
"23567","147.9","0"
"23573","110.03","0"
"23577","67.66","0"
"23579","31.1","0"
"23580","31.72","0"
"23581","12.45","0"
"23583","2.56","0"
"23585","17.63","0"
"23591","18.11","0"
"23595","51.21","0"
"23597","0.27","0"
"23608","5.47","0"
"23614","46.43","0"
"23616","40.02","0"
"23617","49.89","0"
"23622","6.97","0"
"23626","48.36","0"
"23629","105.96","0"
"23638","35.69","0"
"23641","10.76","0"
"23644","14.31","0"
"23650","6.39","0"
"23652","5.81","0"
"23653","14.58","0"
"23660","26.35","0"
"23661","3.73","0"
"23664","16.83","0"
"23669","23.81","0"
"23670","136.44","0"
"23672","6.87","0"
"23673","8.91","0"
"23674","75.06","0"
"23678","5.81","0"
"23682","29.06","0"
"23689","30.18","0"
"23692","110.99","0"
"23695","7.07","0"
"23703","37.09","0"
"23704","29.61","0"
"23710","8.04","0"
"23711","36.32","0"
"23715","7.21","0"
"23729","35.71","0"
"23731","14.54","0"
"23737","44.04","0"
"23742","14.67","0"
"23744","14.25","0"
"23758","1.23","0"
"23759","19.79","0"
"23777","43.23","0"
"23779","7.67","0"
"23782","1.35","0"
"23784","1.06","0"
"23785","10.25","0"
"23793","17.18","0"
"23795","22.65","0"
"23799","12.07","0"
"23801","17.4","0"
"23808","88.94","0"
"23811","17.87","0"
"23813","89.62","0"
"23814","19.61","0"
"23815","10.98","0"
"23816","22.65","0"
"23823","12.02","0"
"23826","1.6","0"
"23838","29.58","0"
"23850","93.22","0"
"23855","85.49","0"
"23856","73.57","0"
"23858","22.54","0"
"23861","6.86","0"
"23862","20.93","0"
"23868","3.47","0"
"23869","5.16","0"
"23872","1.23","0"
"23875","2.34","0"
"23877","6.68","0"
"23896","12.74","0"
"23905","42.71","0"
"23911","77.31","0"
"23914","8.42","0"
"23920","20.82","0"
"23923","50.32","0"
"23929","12.67","0"
"23930","11.64","0"
"23940","15.69","0"
"23944","70.04","0"
"23945","5.46","0"
"23948","6.09","0"
"23951","36.96","0"
"23952","18.62","0"
"23953","48.74","0"
"23955","33.71","0"
"23956","13.7","0"
"23959","16.9","0"
"23961","22.55","0"
"23963","18.24","0"
"23966","38.11","0"
"23969","28.89","0"
"23978","24.68","0"
"23980","2.57","0"
"23984","12.27","0"
"23985","1.27","0"
"23993","21.57","0"
"23996","51.58","0"
"24004","4.59","0"
"24013","3.65","0"
"24014","13.18","0"
"24019","45.91","0"
"24020","86.25","0"
"24021","70.02","0"
"24024","20.62","0"
"24030","14.77","0"
"24036","22.12","0"
"24038","39.58","0"
"24040","45.37","0"
"24041","1.45","0"
"24044","11.68","0"
"24046","20.49","0"
"24054","12.62","0"
"24056","1078.93","0"
"24058","47.38","0"
"24062","30","0"
"24065","10.81","0"
"24070","37.24","0"
"24078","1.13","0"
"24081","3.54","0"
"24082","4.72","0"
"24083","206.22","0"
"24084","1.74","0"
"24088","19.37","0"
"24091","58.46","0"
"24092","7.69","0"
"24094","59.42","0"
"24097","17.29","0"
"24106","24.39","0"
"24108","75.14","0"
"24111","8.06","0"
"24116","2.15","0"
"24117","7.47","0"
"24118","47.57","0"
"24119","20.98","0"
"24120","2.02","0"
"24124","6.92","0"
"24134","78.14","0"
"24135","41.37","0"
"24137","14.52","0"
"24138","12.97","0"
"24141","34.05","0"
"24142","3.56","0"
"24145","19.96","0"
"24150","6.42","0"
"24152","12.35","0"
"24153","18.42","0"
"24155","15.3","0"
"24156","38.72","0"
"24158","21.51","0"
"24160","4.33","0"
"24163","15.78","0"
"24164","1.81","0"
"24165","64.34","0"
"24166","3.44","0"
"24167","64.77","0"
"24170","63.24","0"
"24174","12.64","0"
"24175","30.26","0"
"24176","7.44","0"
"24181","11.86","0"
"24182","29.07","0"
"24189","18.29","0"
"24192","1.84","0"
"24197","3.66","0"
"24201","13.31","0"
"24209","26.98","0"
"24210","36.45","0"
"24211","10.92","0"
"24213","5.1","0"
"24214","17.08","0"
"24215","140.21","0"
"24216","11.18","0"
"24220","7.94","0"
"24235","11.79","0"
"24241","19.29","0"
"24242","12.01","0"
"24248","15.08","0"
"24269","10.5","0"
"24273","7.85","0"
"24274","14.01","0"
"24277","23.81","0"
"24282","1.07","0"
"24287","5.9","0"
"24290","15.62","0"
"24291","30.33","0"
"24295","24.89","0"
"24305","4.46","0"
"24306","7","0"
"24307","24.48","0"
"24311","69.62","0"
"24312","23.94","0"
"24313","21.37","0"
"24314","47.55","0"
"24318","12.14","0"
"24320","30.18","0"
"24321","12.9","0"
"24322","132.02","0"
